Sentence,Labels Set,subategory,
"BBC PRESSTITUTE ગમે તેમ કરી એવું સાબિત કરી જ દેશે કે 370 હટાવવા પછી લોકો વધુ ચરમપંથી બની ગયા છે જોકે હકીકત આનાથી સાવ અવળી છે 😡😡😡",Non-Hate,Neutral,
"હવે મફતિયા ખાવું ને એમ છે ને તેમ છે કરવું એનકર્તા પોતાની ગરેથી જ ખવડાવી ને છોકરાઓ ને સ્કૂલે મોકલવા ને હરામખોર ની ઓલાદો નાં જાણતાં હોય તે જાણો ચોખામાં મલ્ટી વિટામિન ને મલ્ટી મીનરણસ નાં તત્ત્વો મિલાવી ને આપવામાં આવેછે સમજ્યા મફતિયા
",Hate,Abusive,
"હે બીબીસી ના મૂર્ખા ઓ પ્લાસ્ટિક ના ચોખા નોર્મલ અસલી ચોખા કરતા ઘણા મોંઘા પડે કોઈ ના ખવડાવે .
જરાક તો પત્રકાર બનો..
વેચાઉ બની ગમે ત્યા બુદ્ધિ શુ કામ ગીરવી મૂકી આવો છો ?",Hate,Accusation,
"મોટાં મોટાં શહેરોમાં થી બહાર નીકળો અને ગામડામાં શુ હાલત છે ઈ બતાવો",Non-Hate,Neutral,
"હવે તો ભષ્ટ્રાચાર ની હદો પુરી કરી નાખી છે
રાવણ રાક્ષસ કરતા પણ વધારે ખરાબ કરે છે
બધે ભગવાન નો પ્રલય આવશે પ્રલય દેખાય છે બધે માણસો નથી શેતાન 😈 છે",Hate,Accusation,
"પ્લાસ્ટીક... ના.. ભાવ. 60..થી70..હોયછે..ચોખા..સરકારી.. ર5.. રૂપિયા.. ના.. ભાવ. હોય. છે.. તો.. આવુ. કેવીરીતે",Non-Hate,Neutral,
"પ્લાસ્ટિક ના ચોખા ગરમ થાય તો શું થાય ?
કઈક તો વિચારો...",Non-Hate,Neutral,
"પહેલા પણ આવી ગયેલ તે વખતે તપાસ કરી હતી કે પ્લાસ્ટીક ના ચોખા નથી પણ બીબીસીને લોકોને ભડકાવવા પોસ્ટ કરેલ છે",Hate,Accusation,
"ભાજપ નો વિકાસ ગાંડો થયો છે",Hate,Accusation,
"આ ફોર્ટીફાઇડ ચોખા છે...
પ્લાસ્ટિક નથી...બાળકોમાં વિટામિન્સની ઉણપ પુરી કરવા ખાસ આપેલ છે...",Non-Hate,Neutral,
"ખોટા ફાંકા બંધ કરો",Hate,Accusation,
"ખોટી જાહેરાત આપવા નુ બંધ કરો",Hate,Accusation,
" હવે મફત નુ ખાવાનુ બંધ કરો આ સરકાર ને મારી નાખશે",Hate,Accusation,
"જો સુરતની પોલીસે તમારું દિલ જીત્યું હોય તો....",Non-Hate,Positive,
"આ સરસ કામગીરી કહેવાય જો ગુજરાત રાજ્યના તમામ જીલ્લા માં આ કામગીરી ઝુંપડપટ્ટી તેમ જ સારા એરિયા માં સારા કુટુંબો માં પણ આ સમસ્યા હોય છે જેથી તેને પણ આવરી લેવામાં આવે તો સારું તેમ જ સરકાર દ્વારા આ કામગીરી જો ફરજ ના ભાગરૂપે પોલીસ વિભાગ ને આપી દેવામાં આવે તો ભવિષ્યમાં ઘરડા ધર ઓછા જરૂર થય જાય. સલામ સુરત પોલીસ ને.",Non-Hate,Positive,
"બીજા પોલીસ વાળા એ એમાંથી શીખવું જોઈએ કે સમાજને ગુનાઓ ન કરવાની સમજણ આપવી અને સમાજ ને એક નવી દિશા આપવી જોઈએ",Non-Hate,Positive,
"પોલીસની છબી સુધારવાના પ્રયાસ સારો છે જેના પર વીતી છે એ લોકો સારી રીતે જાણે છે પોલીસની કામગીરી",Non-Hate,Neutral,
"આજના જમાનામાં આ કામ બહુ જરૂરી છે ઘણાં ઘરોમાં ઘરડા માં બાપ છોકરાં વહુ થી હેરાન થાય છે આવી સેવા થી દેશને એક નવી દિશા મડશે",Non-Hate,Neutral,
"મેડમજી સેલ્યુટ છેં તમને બહુજ સારુ કામ કરી રહ્યા છો બિચારા ગરીબ અને ઘરડા લોકો ને જીવનમાં શાંતિ મલસે",Non-Hate,Positive,
વડીલોને ઘરના સભ્યો ની સામે પુછશો તો ક ઈ બોલી શકશે નહીં,Non-Hate,Neutral,
"ખુબ સુંદર કામગીરી શરૂ કરી છે,, જે દરેક જિલ્લામાં શરૂ થાય તો વધારે સારું,,, જય સીયારામ",Non-Hate,Positive,
"ગર્વ થાય છે આ અભિયાન વિશે જાણી ને, આશા છે કે દરેક જિલ્લા માં આ અભિયાન ની શરૂઆત થાય...",Non-Hate,Positive,
"ખૂબ સરસ કામ કરો છો.એઉજ કામ બધા રાજ્યો મા પણ થાય તો ખૂબ સારું થશે. ખબર પડશે વૃદ્ધો કેટલા દૂખી છે. ગુજરાત હમેશાં સારા કામ કરવામાં સૌથી આગળ છે.અને એજ ગુજરાતની વિશિષ્ટતા છે. જય ગરવી ગુજરાત. જય જય ગરવી ગુજરાત.",Non-Hate,Neutral,
"આ અભિયાન સારૂ છે ઈજ્જત ખાતર મા બાપ ફરીયાદ નથી કરતા પણ સ્થળ પર પહોચી ને વાસ્તવિકતા સામે લાવવી ને નીકાલ લાવી વુધ્ધ લોકો ના આશિવાદ મેળવવા એ સારી બાબત છે સુરત પોલીસ ને સલામ ....વંદે માતરમ....",Non-Hate,Positive,
